Frecuencias de nombres femeninos;;;
Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2016;;;
;;;
Nombres de mujer con frecuencia mayor o igual a 20 a nivel nacional.;;;
(*) Edad media de las personas que tienen ese nombre a nivel nacional.;;;
;;;
Orden;Nombre;Frecuencia;Edad Media (*)
287;FILOMENA;9.156 ;70,4
288;MARIA DOLORS;9.116 ;60,0
289;CANDELARIA;9.068 ;61,6
290;ELOISA;9.037 ;59,7
291;MARIA PURIFICACION;9.006 ;61,1
292;ADELAIDA;8.880 ;60,6
293;MARIA CARME;8.773 ;57,1
294;ELIA;8.584 ;31,5
295;GISELA;8.575 ;19,6
296;MARIA SAGRARIO;8.544 ;59,5
297;ANNA MARIA;8.528 ;50,1
298;ABRIL;8.494 ;6,7
299;NAYARA;8.467 ;8,8
300;IRINA;8.435 ;29,4
301;MARCELINA;8.429 ;71,0
302;AZUCENA;8.343 ;45,3
303;VERA;8.316 ;11,0
304;MARIA AURORA;8.275 ;55,3
305;ANGELA MARIA;8.212 ;38,4
306;FLORA;8.209 ;66,1
307;SALMA;8.186 ;9,5
308;JENIFER;8.145 ;25,0
309;ANABEL;8.139 ;26,0
310;ELENA MARIA;8.123 ;37,2
311;MARIA PINO;8.097 ;55,8
312;IRATI;8.091 ;12,8
313;VISITACION;8.052 ;69,1
314;MICAELA;8.029 ;58,3
315;ESTIBALIZ;7.982 ;32,7
316;MONSERRAT;7.981 ;45,8
317;MARIA BLANCA;7.917 ;56,9
318;NAZARET;7.886 ;18,8
319;FERNANDA;7.856 ;62,5
320;JANA;7.823 ;12,5
321;ZAIRA;7.789 ;14,2
322;EDURNE;7.779 ;27,0
323;YASMINA;7.772 ;19,8
324;MARIA AUXILIADORA;7.689 ;47,3
325;REGINA;7.604 ;55,8
326;AICHA;7.597 ;40,9
327;ROSA ANA;7.541 ;42,6
328;LUISA MARIA;7.535 ;45,7
329;FUENSANTA;7.499 ;57,2
330;NAIMA;7.498 ;35,8
331;PAULINA;7.440 ;61,7
332;MARIA PALOMA;7.410 ;51,6
333;ALEXIA;7.403 ;11,2
334;DELIA;7.363 ;46,0
335;MARTA MARIA;7.335 ;39,5
336;MARIA VALLE;7.321 ;48,8
337;MARIA SOCORRO;7.284 ;63,6
338;AVELINA;7.266 ;70,0
339;LUNA;7.248 ;11,2
340;MARIA GUADALUPE;7.217 ;51,2
341;MARIA LUCIA;7.159 ;47,9
342;VEGA;7.111 ;5,7
343;ARANTXA;7.090 ;25,7
344;VIRTUDES;7.053 ;65,6
345;INMACULADA CONCEPCION;7.046 ;39,8
346;ALMA;7.042 ;7,8
347;AINOA;7.021 ;17,2
348;FLORENCIA;7.021 ;65,7
349;MARIA GEMA;7.019 ;43,5
350;MARIA ESTRELLA;7.005 ;54,4
351;AYA;6.967 ;6,8
352;SALVADORA;6.955 ;65,2
353;LAURA MARIA;6.944 ;30,0
354;MARIONA;6.941 ;16,2
355;SAMIRA;6.909 ;27,3
356;MARIA DESAMPARADOS;6.881 ;55,3
357;MARIAM;6.845 ;15,7
358;DELFINA;6.795 ;68,4
359;DOLORS;6.792 ;68,0
360;YANIRA;6.783 ;12,7
361;SEBASTIANA;6.760 ;66,7
362;FABIOLA;6.710 ;37,3
363;JESICA;6.708 ;28,4
364;GENOVEVA;6.705 ;60,7
365;ANGELICA;6.681 ;41,2
366;MARIA SONIA;6.662 ;43,7
367;MARIA ELISA;6.659 ;53,3
368;MARISOL;6.653 ;46,6
369;INES MARIA;6.610 ;42,8
370;LUZ MARIA;6.574 ;40,0
371;INGRID;6.511 ;26,8
372;FELIPA;6.501 ;72,3
373;CORAL;6.491 ;22,5
374;MARIA ANGELS;6.490 ;54,2
375;MARIA OLGA;6.464 ;55,2
376;JUSTA;6.460 ;71,4
377;PATROCINIO;6.450 ;69,9
378;MARIA CINTA;6.446 ;56,9
379;IDOIA;6.436 ;36,0
380;ANGELINA;6.415 ;60,3
381;MARIA VICENTA;6.350 ;56,4
382;MIREYA;6.340 ;21,3
383;ALFONSA;6.329 ;66,9
384;JESUSA;6.304 ;73,9
385;SABINA;6.303 ;52,8
386;MARA;6.286 ;11,0
387;MARIA NATIVIDAD;6.261 ;59,9
388;AUREA;6.217 ;65,6
389;LILIANA;6.197 ;39,0
390;MARIA ANGELA;6.160 ;57,8
391;NAGORE;6.095 ;22,1
392;ISIDORA;6.075 ;68,9
393;IRATXE;6.065 ;27,9
394;PALMIRA;6.060 ;66,9
395;LORENZA;6.040 ;69,1
396;MAIDER;6.037 ;23,3
397;ROSANA;5.978 ;34,8
398;IZASKUN;5.976 ;37,3
399;MALIKA;5.971 ;45,2
400;OBDULIA;5.955 ;68,8
401;MARIA BEATRIZ;5.882 ;44,6
402;NAHIA;5.875 ;8,0
403;CARMEN ROSA;5.860 ;51,8
404;AZAHARA;5.859 ;18,4
405;AMINA;5.838 ;29,3
406;DESAMPARADOS;5.835 ;63,5
407;MARIA ANGUSTIAS;5.789 ;55,3
408;REYES;5.786 ;45,8
409;MARIA ARACELI;5.784 ;51,2
410;NAIA;5.779 ;7,8
411;MARIA FATIMA;5.737 ;46,1
412;FATIHA;5.734 ;39,5
413;MIHAELA;5.697 ;35,9
414;GRACIA;5.690 ;59,3
415;DEBORA;5.645 ;28,3
416;BRIGIDA;5.603 ;64,6
417;DIONISIA;5.574 ;71,5
418;GEORGINA;5.571 ;33,9
419;JACINTA;5.521 ;69,1
420;MARIA JUANA;5.472 ;63,9
421;EVANGELINA;5.465 ;63,5
422;MAIALEN;5.463 ;16,1
423;MODESTA;5.433 ;70,5
424;MARIA PIEDAD;5.405 ;56,9
425;TERESA JESUS;5.394 ;53,5
426;DAVINIA;5.327 ;26,8
427;BIENVENIDA;5.321 ;65,6
428;RUFINA;5.319 ;71,3
429;MARIA ALEJANDRA;5.299 ;34,2
430;SONIA MARIA;5.289 ;39,3
431;ANASTASIA;5.288 ;50,5
432;ANGUSTIAS;5.277 ;67,3
433;RACHIDA;5.217 ;40,4
434;URSULA;5.211 ;45,8
435;CLOTILDE;5.166 ;68,8
436;ZOE;5.161 ;7,5
437;JOSEFA MARIA;5.159 ;54,7
438;JUNE;5.154 ;11,7
439;OTILIA;5.141 ;68,4
440;SOCORRO;5.133 ;68,7
441;UXUE;5.117 ;11,0
442;NAROA;5.112 ;11,9
443;KARIMA;5.099 ;33,2
444;ANTIA;5.079 ;13,6
445;GERTRUDIS;5.075 ;65,2
446;OLGA MARIA;5.069 ;43,3
447;EMILIANA;5.056 ;71,4
448;MARIA NURIA;5.050 ;50,6
449;MARIA AZUCENA;5.007 ;51,6
450;DOMINGA;5.000 ;68,1
451;BALBINA;4.991 ;69,7
452;SARAI;4.899 ;23,4
453;ANAIS;4.890 ;16,0
454;ONA;4.870 ;7,9
455;LAILA;4.820 ;25,4
456;LINA;4.805 ;29,4
457;MYRIAM;4.778 ;31,7
458;MARIA RAQUEL;4.746 ;48,3
459;CRISTINA MARIA;4.743 ;33,4
460;ERICA;4.724 ;24,8
461;YASMIN;4.695 ;10,6
462;CAYETANA;4.693 ;20,8
463;MARIA CONSOLACION;4.689 ;59,5
464;SAIDA;4.664 ;36,3
465;FRANCESCA;4.631 ;51,6
466;MARCELA;4.612 ;49,8
467;MARIA ELVIRA;4.589 ;53,7
468;GLORIA MARIA;4.587 ;43,2
469;MARIBEL;4.573 ;44,6
470;FELICIANA;4.530 ;70,1
471;COVADONGA;4.525 ;40,0
472;EIDER;4.499 ;18,6
473;MINERVA;4.490 ;24,5
474;MARIA EVA;4.489 ;49,2
475;TRIANA;4.484 ;6,1
476;MELANIA;4.480 ;27,3
477;MARIA LAURA;4.448 ;43,0
478;EUSEBIA;4.444 ;72,6
479;IGNACIA;4.440 ;70,9
480;MARIA PRADO;4.429 ;50,9
481;ILUMINADA;4.426 ;66,2
482;MIREN;4.424 ;34,3
483;MARIA SALUD;4.406 ;53,9
484;FELICITAS;4.405 ;72,3
485;MALAK;4.402 ;5,2
486;BOUCHRA;4.378 ;32,2
487;SILVIA MARIA;4.374 ;37,0
488;MARIA ALICIA;4.364 ;54,4
489;HANANE;4.357 ;30,7
490;NICOLE;4.347 ;16,8
491;VICTORINA;4.328 ;74,3
492;OLATZ;4.319 ;27,5
493;GUILLERMINA;4.312 ;62,1
494;ENGRACIA;4.306 ;70,8
495;UXIA;4.298 ;11,2
496;INOCENCIA;4.292 ;70,4
497;MARIA ALMUDENA;4.270 ;44,1
498;PRESENTACION;4.244 ;69,3
499;SANDRA MARIA;4.243 ;34,7
500;MARIA MERCE;4.239 ;53,3
501;MAITANE;4.229 ;22,6
502;JULIA MARIA;4.218 ;43,3
503;SAMARA;4.218 ;13,4
504;SARA MARIA;4.218 ;30,1
505;GEMA MARIA;4.216 ;34,3
506;LUZ MARINA;4.212 ;47,3
507;CINTIA;4.202 ;22,0
508;NICOLASA;4.184 ;70,4
509;SALUD;4.176 ;62,3
510;LATIFA;4.157 ;39,3
511;MARIA FE;4.145 ;54,4
512;VICTORIA EUGENIA;4.117 ;41,0
513;MARIA CELIA;4.116 ;56,8
514;FAUSTINA;4.110 ;70,6
515;OLIVA;4.102 ;67,3
516;CAMILA;4.045 ;35,1
517;PAULA MARIA;4.033 ;26,4
518;ALINA;4.029 ;28,5
519;MARIA EMILIA;4.020 ;52,3
520;ICIAR;4.017 ;32,9
521;FRANCISCA MARIA;4.014 ;48,1
522;RUT;4.009 ;27,9
523;SATURNINA;3.999 ;73,5
524;ANA CARMEN;3.998 ;46,4
525;ELISA ISABEL;3.975 ;41,6
526;LORETO;3.975 ;39,9
527;FERMINA;3.964 ;70,0
528;MARIA MARGARITA;3.962 ;55,3
529;CELESTINA;3.952 ;70,3
530;SACRAMENTO;3.924 ;64,4
531;SAIOA;3.919 ;23,0
532;XENIA;3.904 ;17,0
533;SERAFINA;3.891 ;68,4
534;CLARA ISABEL;3.866 ;43,3
535;PASTORA;3.802 ;58,0
536;CONCEPCIO;3.771 ;69,3
537;SOUAD;3.747 ;34,9
538;PAZ;3.736 ;55,0
539;MARIA FELISA;3.726 ;58,6
540;GRACIELA;3.708 ;40,6
541;HAIZEA;3.706 ;11,8
542;SABRINA;3.669 ;24,8
543;BASILISA;3.655 ;73,4
544;OIHANE;3.642 ;18,2
545;ZAIDA;3.628 ;23,2
546;PASCUALA;3.627 ;70,1
547;BIBIANA;3.616 ;45,5
548;LIA;3.611 ;11,0
549;LUZ;3.605 ;52,5
550;MARIA SANDRA;3.596 ;40,4
551;AMAL;3.583 ;22,9
552;MARAVILLAS;3.581 ;57,0
553;SARAH;3.568 ;19,3
554;THAIS;3.566 ;20,2
555;HAFIDA;3.547 ;40,8
556;CHLOE;3.521 ;4,5
557;BENEDICTA;3.513 ;71,1
558;JACQUELINE;3.505 ;41,4
559;HAJAR;3.503 ;14,8
560;SALOME;3.499 ;39,5
561;MARIA ADELA;3.482 ;54,1
562;MARIA SUSANA;3.476 ;46,8
563;MARIA EULALIA;3.469 ;53,7
564;NAJAT;3.460 ;37,1
565;NICOLETA;3.447 ;35,6
566;CASILDA;3.446 ;62,5
567;MARIA VANESA;3.445 ;35,7
568;NAYRA;3.445 ;15,7
569;EVELYN;3.406 ;21,1
570;DESIRE;3.404 ;20,8
571;JERONIMA;3.366 ;67,2
572;CLARA MARIA;3.365 ;37,0
573;SIMONA;3.365 ;46,6
574;JANIRE;3.364 ;22,5
575;IRUNE;3.356 ;20,9
576;ZOHRA;3.350 ;47,4
577;IKRAM;3.327 ;20,1
578;IOANA;3.325 ;42,2
579;CLEMENTINA;3.303 ;69,4
580;MARIA CECILIA;3.302 ;48,7
581;DINA;3.290 ;22,0
582;CELSA;3.280 ;69,0
583;IMAN;3.257 ;13,2
584;ELISENDA;3.244 ;38,8
585;CYNTHIA;3.242 ;21,6
586;MARIA ESTER;3.222 ;45,1
587;IZARO;3.219 ;10,4
588;ENCARNACIO;3.217 ;68,9
589;OFELIA;3.215 ;64,5
590;ZAHRA;3.200 ;40,0
591;SABELA;3.194 ;14,6
592;LUCIANA;3.190 ;53,3
593;AITZIBER;3.180 ;32,4
594;MARWA;3.174 ;5,7
595;KAREN;3.165 ;24,1
596;MARIA LORENA;3.152 ;36,7
597;ANUNCIACION;3.148 ;71,8
598;VICTORIANA;3.145 ;72,9
599;NINA;3.143 ;35,5
600;OLAYA;3.139 ;21,8
601;ADA;3.137 ;16,8
602;FATIMA ZAHRA;3.131 ;18,0
603;YESICA;3.131 ;28,0
604;SIHAM;3.127 ;25,6
605;MARIA AMOR;3.114 ;54,1
606;ROSA ISABEL;3.114 ;47,0
607;HAYAT;3.096 ;31,3
608;ARIANA;3.094 ;16,3
609;MARIA VIRGINIA;3.090 ;45,5
610;HENAR;3.087 ;23,0
611;YURENA;3.066 ;27,9
612;DAMARIS;3.054 ;25,4
613;MARIA CAMINO;3.053 ;51,2
614;JAMILA;3.052 ;37,0
615;MARIA CLARA;3.045 ;51,7
616;NELIDA;3.040 ;56,9
617;BERNARDA;3.037 ;67,7
618;TERESA MARIA;3.035 ;46,7
619;IRYNA;3.034 ;39,0
620;MARIA OLIVA;3.033 ;56,7
621;ELOINA;3.032 ;68,7
622;MARIYA;3.026 ;45,2
623;MARIA ESTELA;3.006 ;41,9
624;SIRA;2.998 ;28,6
625;GARAZI;2.988 ;16,3
626;IVET;2.987 ;8,7
627;FLORINDA;2.980 ;68,7
628;BLANCA MARIA;2.978 ;39,1
629;OLALLA;2.976 ;29,8
630;DUNIA;2.964 ;19,9
631;NATALIYA;2.951 ;42,3
632;NEKANE;2.951 ;29,3
633;DULCE MARIA;2.942 ;45,9
634;PRIMITIVA;2.929 ;73,0
635;SUSANA MARIA;2.929 ;41,7
636;SVETLANA;2.923 ;43,7
637;IMANE;2.919 ;19,9
638;MELANIE;2.919 ;21,4
639;FATNA;2.914 ;48,2
640;MARIA GEMMA;2.908 ;46,5
641;CARMELA;2.905 ;45,7
642;JONE;2.901 ;23,4
643;HANAN;2.897 ;29,6
644;MINA;2.893 ;41,4
645;ANA TERESA;2.890 ;45,8
646;MIA;2.882 ;4,9
647;ALICIA MARIA;2.879 ;37,9
648;BELINDA;2.879 ;34,6
649;MARIA VISITACION;2.867 ;63,6
650;ISOLINA;2.864 ;71,4
651;PAMELA;2.863 ;32,7
652;ARANCHA;2.859 ;20,4
653;SONSOLES;2.856 ;41,6
654;MARIA AGUSTINA;2.853 ;56,4
655;LUCRECIA;2.846 ;60,8
656;MELISA;2.841 ;23,3
657;ELISA MARIA;2.833 ;40,5
658;GALA;2.833 ;13,1
659;MARIA CATALINA;2.829 ;53,3
660;MAXIMA;2.826 ;70,8
661;ARANTZA;2.822 ;44,0
662;BRENDA;2.812 ;24,6
663;JULIETA;2.807 ;19,1
664;YESSICA;2.798 ;26,5
665;HALIMA;2.792 ;36,1
666;MARIA LEONOR;2.789 ;52,4
667;MARIA LORETO;2.783 ;51,3
668;OKSANA;2.780 ;39,5
669;ISABELLA;2.774 ;9,9
670;FIDELA;2.772 ;72,5
671;MARIA AMELIA;2.772 ;58,2
672;MARIA ANGELICA;2.764 ;48,1
673;ANNE;2.763 ;24,1
674;FATIMA ZOHRA;2.762 ;28,2
675;MARIA ADORACION;2.760 ;60,8
676;LEILA;2.758 ;23,4
677;MARIA VIRTUDES;2.755 ;54,1
678;MAXIMINA;2.748 ;71,2
679;JUSTINA;2.743 ;69,9
680;LUISA FERNANDA;2.739 ;40,2
681;CARMEN DOLORES;2.738 ;49,7
682;MARIA GABRIELA;2.725 ;37,6
683;ESTHER MARIA;2.723 ;38,2
684;MARIA LLANOS;2.712 ;49,2
685;ELADIA;2.676 ;69,9
686;MARIA SALOME;2.666 ;52,4
687;CRISTOBALINA;2.664 ;61,7
688;BASILIA;2.662 ;67,2
689;MARIA O;2.659 ;43,7
690;EDELMIRA;2.658 ;69,6
691;RAHMA;2.654 ;48,7
692;RITA MARIA;2.638 ;45,0
693;MARIA SANTOS;2.635 ;59,4
694;CARMEN DELIA;2.634 ;48,7
695;ABIGAIL;2.630 ;21,8
696;RAQUEL MARIA;2.627 ;36,8
697;MARIA IRENE;2.622 ;49,3
698;ARANTZAZU;2.621 ;35,2
699;OLENA;2.619 ;40,6
700;VIORICA;2.618 ;46,7
701;DIANA MARIA;2.610 ;33,3
702;ANA LUISA;2.600 ;46,5
703;JARA;2.598 ;14,4
704;MARIA SIERRA;2.595 ;51,9
705;ANA LUCIA;2.588 ;34,1
706;ISIDRA;2.588 ;70,6
707;MICHELLE;2.575 ;19,6
708;NAIRA;2.575 ;14,4
709;CATERINA;2.566 ;32,2
710;ANA PILAR;2.563 ;42,1
711;APOLONIA;2.558 ;67,3
