Frecuencias de nombres femeninos;;;
Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2016;;;
;;;
Nombres de mujer con frecuencia mayor o igual a 20 a nivel nacional.;;;
(*) Edad media de las personas que tienen ese nombre a nivel nacional.;;;
;;;
Orden;Nombre;Frecuencia;Edad Media (*)
5086;ANA VALERIA;131 ;22,2
5087;ARAI;131 ;6,7
5088;ASTRID CAROLINA;131 ;21,6
5089;CARMEN VIRGINIA;131 ;42,6
5090;CAROLE ANN;131 ;68,1
5091;DARIYA;131 ;38,1
5092;DEIENE;131 ;19,9
5093;DIMITRINA;131 ;42,3
5094;GISEL;131 ;13,1
5095;GLORIA MARINA;131 ;48,3
5096;HUMBELINA;131 ;66,0
5097;INES PILAR;131 ;37,0
5098;JACQUELINE ELIZABETH;131 ;42,0
5099;LAURA VERONICA;131 ;36,0
5100;LAURA VIRGINIA;131 ;34,2
5101;LU;131 ;25,7
5102;MARIA AQUILINA;131 ;59,4
5103;MARIA ZOILA;131 ;51,0
5104;NATASCHA;131 ;33,0
5105;OLGA PILAR;131 ;45,7
5106;PIETAT;131 ;68,1
5107;REYNA ISABEL;131 ;40,6
5108;SOFIA VALENTINA;131 ;8,8
5109;SUNITA;131 ;37,6
5110;VICKY;131 ;28,6
5111;YUAN;131 ;27,8
5112;ZULEIKA;131 ;26,2
5113;ADALGISA;130 ;43,7
5114;AINHOA CARMEN;130 ;15,5
5115;CARMEN ASUNCION;130 ;57,5
5116;CHAFIA;130 ;40,0
5117;ELI;130 ;35,7
5118;ELIZABETH CARMEN;130 ;35,0
5119;FRANCISCA MANUELA;130 ;61,1
5120;GERTRUD;130 ;73,5
5121;HAJA;130 ;31,9
5122;HAYATE;130 ;33,4
5123;JIAYING;130 ;12,7
5124;LAKBIRA;130 ;46,9
5125;LEIDY TATIANA;130 ;23,2
5126;MARIA CONCHA;130 ;61,6
5127;MARIA EFIGENIA;130 ;56,5
5128;MARTA DOLORES;130 ;40,4
5129;MARTA MERCEDES;130 ;39,9
5130;NAIHARA;130 ;12,0
5131;NATALJA;130 ;39,3
5132;NAZARET MARIA;130 ;22,5
5133;ODILIA;130 ;60,6
5134;PASCALE;130 ;48,7
5135;RUI;130 ;23,1
5136;SILVIA ROSA;130 ;47,9
5137;SONIA ROCIO;130 ;37,2
5138;SUSANA BELEN;130 ;39,7
5139;XIAOPING;130 ;44,4
5140;ADELA ISABEL;129 ;50,0
5141;AMAPOLA;129 ;53,2
5142;ANA ANGELA;129 ;36,5
5143;ANANDA;129 ;18,1
5144;ANGELA MERCEDES;129 ;47,1
5145;ARABELA;129 ;33,9
5146;BANESA;129 ;34,1
5147;CHAHIDA;129 ;26,3
5148;ELENA CATALINA;129 ;30,1
5149;ELVIRA ISABEL;129 ;49,9
5150;ENA;129 ;32,6
5151;ESTRELLA ROCIO;129 ;28,7
5152;EVELYN MARIA;129 ;20,2
5153;FRANCISCA INMACULADA;129 ;45,3
5154;GABRIELA CRISTINA;129 ;29,9
5155;IVELISSE;129 ;39,1
5156;JUANA CRISTINA;129 ;46,5
5157;JUANA ESTHER;129 ;49,7
5158;JUANA INES;129 ;53,3
5159;KATARZYNA ANNA;129 ;34,6
5160;KENDRA;129 ;10,4
5161;KONTXI;129 ;57,8
5162;KSENIIA;129 ;23,6
5163;LAURA MARINA;129 ;36,2
5164;LEKBIRA;129 ;44,5
5165;MARIA ADELAIDE;129 ;53,1
5166;MARIA ARMINDA;129 ;56,4
5167;MARIA IRINA;129 ;34,6
5168;MARIA RUBIELA;129 ;57,1
5169;MIAO;129 ;27,1
5170;NEREYDA;129 ;36,8
5171;OSKIA;129 ;23,3
5172;PILAR MERCEDES;129 ;55,3
5173;ROMAISSAE;129 ;6,4
5174;ROMAYSAE;129 ;5,2
5175;TERESA MERCEDES;129 ;54,1
5176;UMBELINA;129 ;70,7
5177;XIUYING;129 ;47,1
5178;AIZEA;128 ;16,7
5179;ANA CARINA;128 ;37,7
5180;ANISIA;128 ;58,6
5181;BRIANA;128 ;5,0
5182;CARMEN MATILDE;128 ;50,4
5183;CONCEPCION ISABEL;128 ;54,6
5184;DANIELA CAROLINA;128 ;22,0
5185;EL ALIA;128 ;43,7
5186;ELENA ROSA;128 ;49,9
5187;GERMELINA;128 ;71,1
5188;HORTENCIA;128 ;52,3
5189;IRENE BEATRIZ;128 ;31,2
5190;JESSICA ANDREA;128 ;22,4
5191;JUANA GLORIA;128 ;56,2
5192;JUN;128 ;37,5
5193;MARIA CRESCENCIA;128 ;60,4
5194;MARIA DEBORA;128 ;39,3
5195;MARIA JULITA;128 ;59,9
5196;MARIA LIBIA;128 ;61,6
5197;MIRIAM PILAR;128 ;31,3
5198;MONICA GABRIELA;128 ;34,3
5199;NARYIS;128 ;12,2
5200;NYDIA;128 ;31,4
5201;OFELIA MARIA;128 ;51,5
5202;PENDA;128 ;26,1
5203;SAINZA;128 ;16,1
5204;SAYOA;128 ;17,7
5205;SILVIA MERCEDES;128 ;41,4
5206;VIRGINIA ISABEL;128 ;39,5
5207;WALTRAUD;128 ;69,5
5208;XIXI;128 ;23,3
5209;ALEXANDRA MIHAELA;127 ;17,4
5210;ALONDRA;127 ;14,3
5211;ANA ESTRELLA;127 ;39,7
5212;AURKENE;127 ;33,1
5213;AZUCENA MARIA;127 ;41,9
5214;DANA MARIA;127 ;24,8
5215;DAYAMI;127 ;38,8
5216;DENITSA;127 ;25,2
5217;ELENA LAURA;127 ;34,7
5218;ELGA;127 ;28,4
5219;ELSA MARINA;127 ;43,4
5220;ENAR;127 ;27,2
5221;ESCLAVITUD;127 ;73,7
5222;FAYZA;127 ;23,8
5223;GLORIA ALICIA;127 ;50,0
5224;GLORIA LUCIA;127 ;46,4
5225;ISABEL MILAGROS;127 ;50,7
5226;KRISTEL;127 ;25,6
5227;LOURDES PILAR;127 ;41,6
5228;MADRONA;127 ;73,7
5229;MANDEEP;127 ;29,3
5230;MARCA;127 ;67,0
5231;MARIA ROSALINA;127 ;59,8
5232;MONICA GRACIELA;127 ;50,9
5233;NERI;127 ;52,7
5234;NURIA CRISTINA;127 ;36,3
5235;OLGA TERESA;127 ;49,5
5236;PRECIOUS;127 ;23,7
5237;SHAIMA;127 ;11,4
5238;TIMEA;127 ;29,1
5239;VEGA MARIA;127 ;25,5
5240;VERONICA BEATRIZ;127 ;36,0
5241;ZENOBIA;127 ;49,8
5242;ANA ASCENSION;126 ;49,6
5243;ANDREA LUCIA;126 ;20,0
5244;ANDREA VALENTINA;126 ;15,2
5245;ANKE;126 ;50,8
5246;ANYA;126 ;14,6
5247;ARGIA;126 ;23,8
5248;ARMENIA;126 ;66,6
5249;CARMEN REMEDIOS;126 ;51,0
5250;DIANA BEATRIZ;126 ;32,5
5251;EVANGELINE;126 ;37,7
5252;FAINA;126 ;31,2
5253;GABRIELA CARMEN;126 ;34,4
5254;GHALIA;126 ;36,3
5255;GLORIA JESUS;126 ;52,2
5256;GLORY;126 ;30,8
5257;GOHAR;126 ;40,8
5258;JADIYA;126 ;21,0
5259;JENNIFER ANNE;126 ;57,4
5260;JOSEFA MILAGROS;126 ;61,7
5261;JULE;126 ;14,6
5262;LORENA ROCIO;126 ;30,3
5263;MARIA ANDREEA;126 ;19,6
5264;MARIA ANGELINES;126 ;59,4
5265;MARIA LOREDANA;126 ;29,0
5266;MARIA MIRIAM;126 ;41,2
5267;MARIA ZULIMA;126 ;57,9
5268;MASSIEL;126 ;27,0
5269;MIREN ITSASO;126 ;42,6
5270;NA;126 ;28,0
5271;PAOLA ELIZABETH;126 ;28,5
5272;RADA;126 ;50,7
5273;ROSA ESMERALDA;126 ;43,8
5274;VIOLANT;126 ;30,3
5275;ALEXANDRA DANIELA;125 ;20,6
5276;ALICIA MARGARITA;125 ;46,4
5277;ANA MARIA JESUS;125 ;63,6
5278;ANDREEA NICOLETA;125 ;21,0
5279;ARSELINA;125 ;73,0
5280;CARMEN AMALIA;125 ;47,5
5281;CARMEN MIHAELA;125 ;35,1
5282;CAROLYN;125 ;46,9
5283;CLAUDIA INES;125 ;36,7
5284;ERIKA ALEXANDRA;125 ;21,9
5285;EVELINE;125 ;43,9
5286;GAELLE;125 ;25,8
5287;GRACIELA NOEMI;125 ;52,3
5288;ISKRA;125 ;40,2
5289;JOSEFA NIEVES;125 ;61,6
5290;KRISTIN;125 ;34,5
5291;LILIAM;125 ;28,8
5292;MARGARETE;125 ;60,8
5293;MARIA BARCA;125 ;49,7
5294;MARLI;125 ;45,3
5295;MILAGROS PILAR;125 ;48,0
5296;NAYARA MARIA;125 ;12,0
5297;QUERUBINA;125 ;61,1
5298;SAMANTHA JANE;125 ;39,9
5299;THANIA;125 ;21,4
5300;VITTORIA;125 ;25,7
5301;YANIRA CARMEN;125 ;24,9
5302;ADELFA;124 ;60,7
5303;ADRIANA GABRIELA;124 ;29,2
5304;AINITZE;124 ;20,8
5305;ANA SARA;124 ;32,6
5306;ANCA ELENA;124 ;29,6
5307;ANTJE;124 ;48,7
5308;BIDANE;124 ;15,2
5309;BRIDGET;124 ;38,5
5310;CARMEN JOSEFINA;124 ;55,2
5311;CHUNMEI;124 ;44,5
5312;DANIELA FERNANDA;124 ;21,3
5313;DONKA;124 ;47,8
5314;ENCARNACION PILAR;124 ;53,6
5315;ERIKA PATRICIA;124 ;31,6
5316;FAHIMA;124 ;34,0
5317;GABRIELA ELENA;124 ;32,3
5318;GEMMA ISABEL;124 ;39,1
5319;IOANA ANDREEA;124 ;23,2
5320;ISADORA;124 ;25,3
5321;JOANNA MARIA;124 ;35,7
5322;JOSEFA EMILIA;124 ;64,9
5323;KRISZTINA;124 ;35,3
5324;LIJUAN;124 ;42,0
5325;MARIA ESPERANÇA;124 ;46,5
5326;MARIA RIANSARES;124 ;54,0
5327;MARIA SALUT;124 ;46,4
5328;MARILOU;124 ;43,9
5329;MARTHA INES;124 ;49,8
5330;MARY SOL;124 ;53,9
5331;NICOLE ALEXANDRA;124 ;12,6
5332;PILAR ROCIO;124 ;39,3
5333;STOYANKA;124 ;48,7
5334;TERESA MARGARITA;124 ;57,1
5335;TSVETANKA;124 ;48,5
5336;UBALDA;124 ;75,2
5337;WASIMA;124 ;13,1
5338;YARELI;124 ;10,7
5339;YURIMA;124 ;16,1
5340;ALBA PATRICIA;123 ;31,9
5341;AMARILIS;123 ;41,1
5342;ANDREA BELEN;123 ;20,7
5343;AURELIE;123 ;32,4
5344;BLANCA PATRICIA;123 ;37,5
5345;CAMILLE;123 ;22,3
5346;CARMEN MARTA;123 ;43,2
5347;CORINNA;123 ;36,8
5348;DAVINIA CARMEN;123 ;28,5
5349;ELENA SOFIA;123 ;28,2
5350;ELSA BEATRIZ;123 ;51,5
5351;FATIMA ZHORA;123 ;27,5
5352;FOIX;123 ;10,3
5353;ISABEL MARINA;123 ;42,3
5354;JEANINE;123 ;51,5
5355;LAAZIZA;123 ;44,4
5356;LUZ NELLY;123 ;49,8
5357;MADALENA;123 ;47,1
5358;MANUELA ANTONIA;123 ;61,5
5359;MARIA CARMEN ISABEL;123 ;64,0
5360;MARIA CONSTANTINA;123 ;62,2
5361;MARIA MAXIMINA;123 ;62,2
5362;MARIA PRIMITIVA;123 ;61,6
5363;MARTA ALEJANDRA;123 ;30,2
5364;NARIMAN;123 ;12,1
5365;NOA MARIA;123 ;10,5
5366;NOEMIA;123 ;44,6
5367;NOUHAYLA;123 ;13,5
5368;OLGA CECILIA;123 ;49,8
5369;PATRYCJA;123 ;23,2
5370;PAULA GABRIELA;123 ;23,6
5371;PILAR ROSA;123 ;58,0
5372;RAMIA;123 ;16,8
5373;REBEKA;123 ;20,7
5374;ROSA GEMA;123 ;43,9
5375;AIA;122 ;10,0
5376;ANA BEL;122 ;34,2
5377;ANA PALOMA;122 ;41,2
5378;ARWEN;122 ;6,7
5379;AUSENCIA;122 ;72,9
5380;BORYANA;122 ;37,4
5381;ESTHER JULIA;122 ;53,8
5382;FRANCISCA CONCEPCION;122 ;61,9
5383;FRANCISCA ESTHER;122 ;46,5
5384;GABRIELA ESTEFANIA;122 ;21,5
5385;HERLINDA;122 ;54,1
5386;IBTISSAME;122 ;22,3
5387;ISABEL BELEN;122 ;38,1
5388;KARLA VANESSA;122 ;30,9
5389;KASANDRA;122 ;15,6
5390;LAIENE;122 ;12,4
5391;LISA MARIA;122 ;28,5
5392;MAIDA;122 ;39,8
5393;MARIA AGRIPINA;122 ;62,2
5394;MARIA GUMERSINDA;122 ;62,4
5395;MARIA MERITXELL;122 ;45,0
5396;MARIA YESSICA;122 ;34,1
5397;MERCEDES ANGELES;122 ;53,0
5398;MERCEDES ROSARIO;122 ;51,7
5399;MILDRED;122 ;43,4
5400;ROSA MANUELA;122 ;53,6
5401;SALIMATA;122 ;22,5
5402;SARA SOFIA;122 ;14,7
5403;SHAYLA;122 ;8,5
5404;SOKHNA;122 ;30,5
5405;VALERIA CARMEN;122 ;11,4
5406;VENERA;122 ;50,8
5407;ANTONELA;121 ;24,9
5408;ANTONIA INMACULADA;121 ;47,1
5409;AZUL;121 ;10,6
5410;BLANCA LUCIA;121 ;41,0
5411;CARMEN LILIANA;121 ;41,8
5412;CARMEN PINO;121 ;45,5
5413;CARMEN SARA;121 ;44,1
5414;CRISTINA MARGARITA;121 ;39,5
5415;DAYRA;121 ;9,2
5416;DOUNYA;121 ;20,9
5417;DULCINA;121 ;71,0
5418;EUFROSINA;121 ;70,7
5419;KATIUSKA;121 ;36,9
5420;LIRIOS;121 ;30,2
5421;LUISA DOLORES;121 ;56,7
5422;MARIA BIANCA;121 ;19,5
5423;MARIA FELICITA;121 ;65,6
5424;MARIA LIGIA;121 ;55,9
5425;MARISEL;121 ;44,0
5426;MARLY;121 ;42,6
5427;MARY ISABEL;121 ;41,7
5428;MUNA;121 ;25,4
5429;NAYARA CARMEN;121 ;12,1
5430;NORHAN;121 ;6,4
5431;RIHANNA;121 ;4,3
5432;ROSA YOLANDA;121 ;50,9
5433;SALUA;121 ;24,2
5434;SHAMARA;121 ;10,2
5435;SIENNA;121 ;4,5
5436;TANIA CARMEN;121 ;25,1
5437;YELYZAVETA;121 ;23,6
5438;YOLANDA BEATRIZ;121 ;46,4
5439;ZOFIA;121 ;48,2
5440;ADMIRACION;120 ;66,8
5441;ALEJANDRA BEATRIZ;120 ;35,8
5442;ANA ALEXANDRA;120 ;28,2
5443;ANA CARLA;120 ;29,7
5444;ANA PURIFICACION;120 ;49,0
5445;ANNEMARIE;120 ;58,2
5446;ARIEL;120 ;8,9
5447;CARMEN TRINIDAD;120 ;51,8
5448;DANAY;120 ;29,7
5449;DAWN;120 ;52,9
5450;EDIT;120 ;39,1
5451;ELEN;120 ;18,3
5452;FILIBERTA;120 ;73,8
5453;INSSAF;120 ;14,6
5454;JUANA BAUTISTA;120 ;55,7
5455;LESIA;120 ;35,3
5456;MAE;120 ;9,7
5457;MARIA BERNARDINA;120 ;57,6
5458;MARIA HIGINIA;120 ;58,9
5459;MARIANA DANIELA;120 ;35,6
5460;MARTHA LORENA;120 ;41,1
5461;MATHILDE;120 ;30,3
5462;MERIDA;120 ;53,4
5463;OLGA ELENA;120 ;50,2
5464;ROMY;120 ;32,8
5465;SAVINA;120 ;26,5
5466;SHAHNAZ;120 ;48,0
5467;ALCAZAR;119 ;62,8
5468;ALINA NICOLETA;119 ;30,0
5469;AMELIA ISABEL;119 ;49,7
5470;AMIE;119 ;29,7
5471;ANA SANDRA;119 ;37,4
5472;ANDREA LORENA;119 ;29,7
5473;ANTOINETTE;119 ;54,2
5474;BEGOÑA PILAR;119 ;42,9
5475;BERNARDITA;119 ;55,8
5476;CARMEN MAGDALENA;119 ;51,8
5477;CARMEN RAMONA;119 ;48,4
5478;CORAZON;119 ;56,7
5479;CRISTINA ROSARIO;119 ;36,9
5480;DONATELLA;119 ;41,8
5481;DONINA;119 ;75,4
5482;DONNA;119 ;39,7
5483;FAMARA;119 ;17,0
5484;ILIYANA;119 ;35,0
5485;JOSEFINA CARMEN;119 ;59,1
5486;KINGA;119 ;28,0
5487;LEONIDAS;119 ;56,5
5488;LIJUN;119 ;39,4
5489;LUCIANA MARIA;119 ;40,1
5490;MADELIN;119 ;31,9
5491;MANUELA TERESA;119 ;59,4
5492;MARGARET ANNE;119 ;65,6
5493;MARIA EMPAR;119 ;50,1
5494;MIHAIELA;119 ;40,8
5495;MONICA TERESA;119 ;40,9
5496;NATASA;119 ;39,8
5497;NELIDA MARIA;119 ;47,4
5498;NOREEN;119 ;36,9
5499;OLGA MERCEDES;119 ;51,1
5500;SILVIA MARGARITA;119 ;45,8
5501;SILVIA MONICA;119 ;46,6
5502;SVIATLANA;119 ;43,5
5503;TANIA ELIZABETH;119 ;34,4
5504;TEBA;119 ;29,1
5505;TERESA ANTONIA;119 ;62,5
5506;VIVIANA ELIZABETH;119 ;32,1
5507;VOICHITA;119 ;43,9
5508;YAMIRA;119 ;19,2
5509;YEVHENIYA;119 ;48,0
5510;YUNAIDA;119 ;19,1
5511;ZOILA MARIA;119 ;47,9
5512;ALEJANDRA PATRICIA;118 ;32,5
5513;ALEXANDRA ROCIO;118 ;38,8
5514;ALICIA MERCEDES;118 ;46,9
5515;ANA JUDITH;118 ;42,3
5516;APARECIDA;118 ;49,0
5517;BEATRIZ ANA;118 ;41,7
5518;CAMILA ALEJANDRA;118 ;14,3
5519;CARMEN MONTSERRAT;118 ;51,0
5520;CLAUDIA VICTORIA;118 ;21,7
5521;CONSOLACIO;118 ;69,5
5522;CONVERSION;118 ;69,7
5523;ENRIQUETA MARIA;118 ;54,8
5524;EVA BEATRIZ;118 ;40,6
5525;EVA MERCEDES;118 ;41,0
5526;FRANCISCA LOURDES;118 ;45,3
5527;FRANZISKA;118 ;38,8
5528;IONELA MARIA;118 ;26,3
5529;JIANYING;118 ;41,2
5530;JUGATX;118 ;20,7
5531;LAURA ALEXANDRA;118 ;22,9
5532;LISBET;118 ;30,7
5533;LUPE;118 ;34,9
5534;LUZ VICTORIA;118 ;44,8
5535;MANJIT;118 ;40,2
5536;MANUELA ROSARIO;118 ;56,1
5537;MARGARITA TERESA;118 ;55,7
5538;MARIA JUNQUERA;118 ;57,9
5539;MARTA IRENE;118 ;42,1
5540;MATILDE ISABEL;118 ;54,3
5541;MAYSAE;118 ;6,0
5542;MILENE;118 ;19,6
5543;MIREN IOSUNE;118 ;45,6
5544;MONIA;118 ;29,2
5545;MONIKA MARIA;118 ;45,6
5546;NAIKE;118 ;21,9
5547;PATRICIA MARGARET;118 ;68,9
5548;QUEEN;118 ;32,7
5549;ROSA CONCEPCION;118 ;56,3
5550;RUZANNA;118 ;43,6
5551;SILVIA LILIANA;118 ;46,7
5552;TURIA;118 ;44,3
5553;XIUMEI;118 ;44,9
5554;ZAINA;118 ;31,8
5555;AINET;117 ;4,0
5556;ALICIA ELENA;117 ;40,5
5557;ANA LIA;117 ;38,2
5558;ANDREEA ROXANA;117 ;24,3
5559;ANGELA BEATRIZ;117 ;38,3
5560;ANNI;117 ;25,7
5561;ANTONIA CONCEPCION;117 ;59,6
5562;ASIYA;117 ;11,7
5563;CARMEN OLIVA;117 ;40,8
5564;CHARIFA;117 ;35,8
5565;CORTES;117 ;42,7
5566;DIANA ROSA;117 ;35,4
5567;DIANA SOFIA;117 ;19,6
5568;FILOFTEIA;117 ;48,8
5569;GABRIELA CAROLINA;117 ;24,8
5570;IZABELLA;117 ;26,7
5571;JOSEFA ESTHER;117 ;56,0
5572;JULIA DOLORES;117 ;56,0
5573;KARINA ALEXANDRA;117 ;28,0
5574;LEONA;117 ;62,5
5575;LYA;117 ;5,1
5576;MANUELA ROSA;117 ;57,9
5577;MARIA ISABELA;117 ;16,0
5578;MARIA SUCESO;117 ;64,7
5579;MARIA UJUE;117 ;47,0
5580;MARIE HELENE;117 ;51,6
5581;MARILENE;117 ;45,7
5582;MEIYING;117 ;45,8
5583;MESSAOUDA;117 ;50,0
5584;MIREN EUKENE;117 ;45,5
5585;NASIMA;117 ;20,1
5586;NATALIA ELENA;117 ;25,4
5587;NATALIJA;117 ;40,5
5588;RADOSTINA;117 ;30,6
5589;SABIHA;117 ;34,1
5590;SANDEEP;117 ;28,2
5591;WASSILA;117 ;22,4
5592;ADAIA;116 ;14,0
5593;ALICIA VICTORIA;116 ;42,7
5594;ANA ANDREA;116 ;32,2
5595;ANDREA SOLEDAD;116 ;29,7
5596;ANNIKA;116 ;29,5
5597;ANTA;116 ;27,9
5598;ARACELLY;116 ;48,0
5599;AWATIF;116 ;23,9
5600;BIANCA ANDREEA;116 ;12,5
5601;BRIANNA;116 ;4,8
5602;CAMILA BELEN;116 ;16,7
5603;DAINA;116 ;16,8
5604;DENISA ELENA;116 ;14,5
5605;ENIKO;116 ;37,8
5606;ERIKA CARMEN;116 ;27,6
5607;ERMINIA;116 ;50,6
5608;FANGFANG;116 ;29,0
5609;FATME;116 ;40,5
5610;FRANCISCA EUGENIA;116 ;53,8
5611;FRANCISCA LUCIA;116 ;51,2
5612;HERIBERTA;116 ;67,6
5613;IGNACIA MARIA;116 ;52,9
5614;ISABEL ENCARNACION;116 ;56,2
5615;JOSEFA RAMONA;116 ;67,0
5616;JOSETTE;116 ;69,5
5617;JUANA CONCEPCION;116 ;60,4
5618;LESLEY ANN;116 ;57,1
5619;LUZ HELENA;116 ;46,2
5620;LUZ PIEDAD;116 ;44,7
5621;MARIA ELVIA;116 ;53,5
5622;MARIA ENCARNACIO;116 ;61,6
5623;MARIA LILIAN;116 ;46,3
5624;MARIANA CRISTINA;116 ;34,5
5625;MARTA MARGARITA;116 ;45,1
5626;MIHAELA MARIA;116 ;34,4
5627;MORGANA;116 ;14,4
5628;NASIHA;116 ;44,8
5629;NERY;116 ;49,4
5630;NICOLETA MARIA;116 ;28,7
5631;OLGA ROSA;116 ;55,8
5632;REHANA;116 ;40,5
5633;ROBUSTIANA;116 ;74,5
5634;ROMAISAE;116 ;5,6
5635;ROSA HERMINIA;116 ;51,7
5636;SALLY ANN;116 ;55,7
5637;TRINIDAD CARMEN;116 ;54,4
5638;YISEL;116 ;23,1
5639;YLENIA MARIA;116 ;19,9
5640;ANALIA VERONICA;115 ;39,7
5641;BETSAIDA;115 ;25,2
5642;BLANCA BEATRIZ;115 ;42,8
5643;BLANCA CARMEN;115 ;33,0
5644;CARMEN OLGA;115 ;54,4
5645;CONCEPCION DOLORES;115 ;57,6
5646;FAMA;115 ;35,4
5647;FATIMATA;115 ;21,6
5648;FENG;115 ;34,8
5649;HAJIBA;115 ;36,0
5650;ISABEL INMACULADA;115 ;42,3
5651;JENNIFER MARY;115 ;61,8
5652;JENNY MARIA;115 ;39,2
5653;JUANA LUCIA;115 ;55,3
5654;LORENA PILAR;115 ;32,3
5655;MARIA HAYDEE;115 ;53,4
5656;MARIA JANETH;115 ;42,7
5657;NANCY CARMEN;115 ;47,0
5658;NILE;115 ;7,5
5659;NOEMA;115 ;34,9
5660;PALOMA CARMEN;115 ;35,2
5661;PALOMA PILAR;115 ;39,5
5662;PELIGROS;115 ;64,0
5663;ROSANA MARIA;115 ;33,9
5664;SHEILA CARMEN;115 ;16,3
5665;TATIANA ELIZABETH;115 ;26,9
5666;TERESA CRISTINA;115 ;46,7
5667;TIRSA;115 ;47,3
5668;VANESSA ALEXANDRA;115 ;24,8
5669;VIRGINIA PILAR;115 ;39,1
5670;WEILI;115 ;36,3
5671;ZULEYMA;115 ;14,9
5672;ALEXANDRA GEORGIANA;114 ;19,5
5673;ANA ESTEFANIA;114 ;30,7
5674;ANA GEMMA;114 ;40,4
5675;ANN ELIZABETH;114 ;64,1
5676;ANN MARIE;114 ;54,7
5677;ANTONIA ELENA;114 ;44,4
5678;BETANIA;114 ;27,4
5679;CECILIA ELIZABETH;114 ;40,9
5680;CHAHIRA;114 ;28,1
5681;CHOUMICHA;114 ;42,2
5682;DANIELA MIHAELA;114 ;31,9
5683;DIANA ROCIO;114 ;34,0
5684;ELISE;114 ;27,6
5685;EMELY;114 ;16,5
5686;ENEA;114 ;11,7
5687;FATIMA ISABEL;114 ;35,6
5688;FLOR MARINA;114 ;53,5
5689;GABI;114 ;39,8
5690;GIORGIANA;114 ;29,1
5691;IEVA;114 ;25,0
5692;JIANLI;114 ;40,8
5693;JOCELYNE;114 ;49,2
5694;JUANA ELENA;114 ;53,2
5695;JULIANA ANDREA;114 ;23,9
5696;JULIJA;114 ;34,7
5697;KELLY JOHANA;114 ;23,9
5698;KIMBERLEY;114 ;20,3
5699;MAISA;114 ;14,8
5700;MARGARITA ELENA;114 ;54,1
5701;MARGIT;114 ;54,3
5702;MARIA ALSIRA;114 ;65,7
5703;MARIA CORALIA;114 ;54,1
5704;MARIA NELIA;114 ;51,4
5705;MARIA YESENIA;114 ;30,6
5706;OLESEA;114 ;31,5
5707;PAOLA CARMEN;114 ;20,5
5708;ROSA MARIA CARMEN;114 ;61,5
5709;SANDRINA;114 ;36,6
5710;SENDA;114 ;14,3
5711;SHABANA;114 ;36,4
5712;SHIRLEY ANN;114 ;65,5
5713;TERESA CONCEPCION;114 ;56,6
5714;XIN YI;114 ;7,8
5715;ZHEN;114 ;33,1
5716;ALICIA TERESA;113 ;44,8
5717;ALTAMIRA;113 ;59,2
5718;AMPARO ROCIO;113 ;39,0
5719;AYALA;113 ;11,3
5720;BARBORA;113 ;29,1
5721;CARMEN DANIELA;113 ;32,6
5722;CELINDA;113 ;48,7
5723;CHUNYAN;113 ;37,7
5724;CLAUDIA VIVIANA;113 ;39,5
5725;EGLE;113 ;32,3
5726;ESMERALDA MARIA;113 ;32,4
5727;HARPREET;113 ;26,6
5728;ISABEL JUANA;113 ;60,3
5729;JACINTA MARIA;113 ;54,5
5730;JIN;113 ;29,8
5731;KARINA MARIA;113 ;23,5
5732;LISET;113 ;27,9
5733;LUCIA INMACULADA;113 ;32,4
5734;LUISA ESTHER;113 ;49,8
5735;LUZ ESTHER;113 ;46,9
5736;MARIA CASTELLAR;113 ;43,3
5737;MARIA MARLENY;113 ;52,6
5738;MARITES;113 ;41,4
5739;MARTHA ROCIO;113 ;44,0
5740;MIREN JONE;113 ;53,3
5741;NADJA;113 ;30,3
5742;NATIVIDAD CARMEN;113 ;53,0
5743;TINCUTA;113 ;44,5
5744;VESELKA;113 ;36,9
5745;WENDY CAROLINA;113 ;29,0
5746;ABENCHARA;112 ;20,0
5747;ALFONSA MARIA;112 ;50,6
5748;ANA CANDELARIA;112 ;45,1
5749;ANTONIA JUANA;112 ;66,3
5750;ANTONIA MANUELA;112 ;61,0
5751;ARACELI CARMEN;112 ;44,7
5752;CLARA ESTHER;112 ;45,8
5753;DELPHINE;112 ;38,9
5754;ELHAM;112 ;25,8
5755;ELVA MARIA;112 ;44,4
5756;FRANCES;112 ;59,3
5757;GLICERIA;112 ;72,8
5758;ISABEL YOLANDA;112 ;45,8
5759;JESSICA CAROLINA;112 ;27,6
5760;JESSIKA;112 ;27,2
5761;JUDITH ANN;112 ;66,3
5762;LEDICIA;112 ;30,2
5763;LEOCRICIA;112 ;70,7
5764;LUDOVICA;112 ;36,4
5765;LUISA VICTORIA;112 ;51,6
5766;MAMMA;112 ;62,1
5767;MANON;112 ;23,3
5768;MARGARITA VICTORIA;112 ;45,3
5769;MARIA CARMEN TERESA;112 ;64,7
5770;MARIA VICTORIANA;112 ;55,9
5771;MARINA ELENA;112 ;37,5
5772;MARTHA YOLANDA;112 ;47,5
5773;MERCEDES DOLORES;112 ;55,1
5774;ORIA;112 ;33,1
5775;PLACER;112 ;73,4
5776;ROSA EUGENIA;112 ;50,3
5777;ROSARIO MERCEDES;112 ;55,5
5778;SARA ALEXANDRA;112 ;17,4
5779;SARABEL;112 ;27,3
5780;SISI;112 ;23,8
5781;SOFIA ALEXANDRA;112 ;15,7
5782;SUSANA ESTHER;112 ;44,7
