Frecuencias de nombres masculinos;;;
Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2016;;;
;;;
Nombres masculinos con frecuencia mayor o igual a 20 a nivel nacional.;;;
(*) Edad media de las personas que tienen ese nombre a nivel nacional.;;;
;;;
Orden;Nombre;Frecuencia;Edad Media (*)
4374;TXABER;169 ;22,3
4375;VICTORIANO JOSE;169 ;52,5
4376;ALFONSO ENRIQUE;168 ;45,9
4377;BABAR;168 ;34,4
4378;BARA;168 ;38,6
4379;CESAR MARIA;168 ;49,0
4380;ESTEBAN FRANCISCO;168 ;44,1
4381;FRANCISCO ROMAN;168 ;43,8
4382;GEORGE ALEXANDRU;168 ;19,2
4383;ISKANDER;168 ;22,8
4384;JABER;168 ;18,4
4385;JOSE ANSELMO;168 ;55,9
4386;LIBRADO;168 ;64,2
4387;NILS;168 ;24,9
4388;OSCAR ALFREDO;168 ;46,0
4389;SANTIAGO NICOLAS;168 ;25,0
4390;SERGIO CARLOS;168 ;38,0
4391;ULRICH;168 ;53,8
4392;VASILE ADRIAN;168 ;32,6
4393;AAMIR;167 ;31,4
4394;ALVARO FERNANDO;167 ;35,7
4395;CHRISTIAN ALEJANDRO;167 ;22,3
4396;DOMINGO JUAN;167 ;53,6
4397;DONALD;167 ;57,9
4398;GUY;167 ;49,7
4399;HANS JURGEN;167 ;67,0
4400;HARPREET;167 ;26,5
4401;IGNACIO CARLOS;167 ;41,5
4402;IQBAL;167 ;40,3
4403;ISIDRO JESUS;167 ;45,1
4404;JUAN ABEL;167 ;39,0
4405;JUAN ARMANDO;167 ;43,8
4406;LAUDINO;167 ;66,0
4407;MANUEL ERNESTO;167 ;46,7
4408;MARIO GABRIEL;167 ;20,4
4409;PETKO;167 ;41,8
4410;SALVADOR JUAN;167 ;47,4
4411;SASHA;167 ;12,3
4412;VALENTYN;167 ;37,9
4413;ALEJANDRO MARTIN;166 ;33,5
4414;ALEXANDER JOSE;166 ;25,8
4415;ALEXIS JESUS;166 ;32,6
4416;ANGEL JULIO;166 ;52,2
4417;BISER;166 ;36,1
4418;CHRISTIAN DANIEL;166 ;23,4
4419;DAIRON;166 ;10,1
4420;DANAIL;166 ;35,5
4421;DIEGO JUAN;166 ;39,1
4422;DOMINGO RAMON;166 ;50,6
4423;EMILIO CARLOS;166 ;51,6
4424;ERNESTO ANTONIO;166 ;44,9
4425;FERNANDO NICOLAS;166 ;32,8
4426;FRANCISCO MARIO;166 ;44,2
4427;JOAQUIN PEDRO;166 ;49,5
4428;JOSE FRANCISCO JAVIER;166 ;61,9
4429;LOUAY;166 ;7,9
4430;MAMADY;166 ;33,7
4431;MANUEL ALVARO;166 ;43,8
4432;MONSEF;166 ;13,8
4433;PEDRO NOLASCO;166 ;45,5
4434;RAYHAN;166 ;6,4
4435;RICARDO VICENTE;166 ;49,3
4436;SAMY;166 ;18,8
4437;SERGIO RAFAEL;166 ;34,3
4438;TOMAS VICENTE;166 ;50,5
4439;UGO;166 ;33,9
4440;WOJCIECH;166 ;40,6
4441;ADELIO;165 ;64,2
4442;ALEX DANIEL;165 ;13,7
4443;AUGUST;165 ;48,8
4444;BENYOUNES;165 ;42,6
4445;CONSTANTIN CATALIN;165 ;31,4
4446;DAVID ESTEBAN;165 ;26,1
4447;DAVID SEBASTIAN;165 ;21,5
4448;ELADIO JOSE;165 ;45,7
4449;FLORIN CRISTIAN;165 ;31,3
4450;GORDON;165 ;63,0
4451;JOAN ANTON;165 ;49,0
4452;JORGE MARTIN;165 ;36,8
4453;LEONARDO ANTONIO;165 ;35,9
4454;LONGINO;165 ;63,4
4455;LUIS OSWALDO;165 ;43,0
4456;MARCOS AURELIO;165 ;41,6
4457;MARTIN MIGUEL;165 ;41,5
4458;MARWANE;165 ;12,3
4459;MAXIME;165 ;19,0
4460;NECO;165 ;6,9
4461;QUIQUE;165 ;7,0
4462;SALVADOR DAVID;165 ;33,8
4463;SHENG;165 ;27,5
4464;WLADIMIRO;165 ;56,9
4465;ANDRES SEBASTIAN;164 ;25,7
4466;ANGEL GREGORIO;164 ;49,7
4467;BOGDAN IONUT;164 ;23,7
4468;JESUS ADOLFO;164 ;48,7
4469;JOAN DAVID;164 ;16,7
4470;LUIS PATRICIO;164 ;42,2
4471;MARIANO LUIS;164 ;53,3
4472;MIGUEL ANGELO;164 ;26,6
4473;NADER;164 ;26,1
4474;NAWFAL;164 ;12,1
4475;QI;164 ;28,2
4476;VASILE CRISTIAN;164 ;33,1
4477;VASILE DANIEL;164 ;31,8
4478;VINICIUS;164 ;22,8
4479;AIDEN;163 ;3,7
4480;ALBERTO VICENTE;163 ;45,6
4481;ANTONI JOSEP;163 ;43,1
4482;ASIS;163 ;22,2
4483;CEZAR;163 ;37,0
4484;CRISTIAN MIGUEL;163 ;23,3
4485;DANIEL IONUT;163 ;21,4
4486;DOMINGO MIGUEL;163 ;47,3
4487;FELIX FERNANDO;163 ;53,9
4488;FERNANDO AGUSTIN;163 ;45,0
4489;GERMINAL;163 ;59,5
4490;GIGI;163 ;38,0
4491;JAIME IGNACIO;163 ;38,8
4492;JOSE MARINO;163 ;57,5
4493;LUIS NICOLAS;163 ;34,7
4494;MAMADOU ALIOU;163 ;34,2
4495;MONICO;163 ;66,7
4496;NICOLAS JAVIER;163 ;31,7
4497;OSCAR MAURICIO;163 ;35,3
4498;PAUL DAVID;163 ;44,8
4499;ROSTYSLAV;163 ;27,8
4500;VICENTE DANIEL;163 ;41,9
4501;YEVHEN;163 ;38,4
4502;ALBERTO FERNANDO;162 ;45,6
4503;ALEJANDRO TOMAS;162 ;31,6
4504;ALEJANDRO VICENTE;162 ;31,5
4505;ANDREI IONUT;162 ;18,0
4506;ANTONIO BLAS;162 ;50,1
4507;ANTONIO MATIAS;162 ;46,6
4508;ARIF;162 ;39,8
4509;ARSLAN;162 ;22,0
4510;BORYS;162 ;44,3
4511;CHRISTIAN FERNANDO;162 ;27,2
4512;CSABA;162 ;38,2
4513;DAVID MARIA;162 ;27,4
4514;EDUARDO JORGE;162 ;48,1
4515;EUGENIO JAVIER;162 ;47,1
4516;FRANCISCO CRISTOBAL;162 ;44,8
4517;FRANCK;162 ;39,3
4518;GENNARO;162 ;42,2
4519;GHEORGHE DANIEL;162 ;32,9
4520;GUILLERMO ALBERTO;162 ;38,7
4521;JAVIER TOMAS;162 ;37,2
4522;JOEL ALEXANDER;162 ;15,4
4523;JOSE AQUILINO;162 ;56,0
4524;KEVIN JAVIER;162 ;16,4
4525;LUIS FEDERICO;162 ;44,2
4526;NIDAL;162 ;12,7
4527;PELEGRIN;162 ;67,1
4528;RAMON EMILIO;162 ;47,6
4529;SANTIAGO DANIEL;162 ;31,4
4530;SANTIAGO ENRIQUE;162 ;41,1
4531;SERGE;162 ;49,5
4532;XOSE ANTON;162 ;49,0
4533;ALEXIS JOSE;161 ;32,5
4534;ANTONIO GREGORIO;161 ;53,2
4535;DANIEL NICOLAS;161 ;19,0
4536;FERMIN JAVIER;161 ;46,5
4537;FILIPE;161 ;30,5
4538;FRANCISCO ALFREDO;161 ;49,1
4539;FRANCISCO ELIAS;161 ;44,9
4540;GUILLERMO DANIEL;161 ;36,3
4541;JON KEPA;161 ;38,7
4542;KENAY;161 ;5,9
4543;LESLIE;161 ;65,5
4544;MANUEL RUBEN;161 ;38,9
4545;MARCO JOSE;161 ;27,5
4546;MOHAMED YASSINE;161 ;18,9
4547;NESTOR MANUEL;161 ;36,4
4548;RAMON EDUARDO;161 ;45,3
4549;RAUL DANIEL;161 ;25,1
4550;TOUHAMI;161 ;45,8
4551;ANTONIO CRISTOBAL;160 ;46,0
4552;CARLOS ANIBAL;160 ;45,7
4553;DANIEL IOAN;160 ;32,3
4554;DIMITRIOS;160 ;38,5
4555;EDESIO;160 ;67,6
4556;GERMAN LUIS;160 ;47,5
4557;IGNACIO ANGEL;160 ;51,4
4558;JEAN MARIE;160 ;55,7
4559;JHON;160 ;25,5
4560;MAATI;160 ;44,0
4561;MARCO ANDRES;160 ;23,9
4562;OSCAR IGNACIO;160 ;39,5
4563;OUTMAN;160 ;25,5
4564;QUIRINO;160 ;65,7
4565;RAFAL;160 ;34,1
4566;TIGRAN;160 ;30,4
4567;BADER;159 ;15,6
4568;BJORN;159 ;45,4
4569;CANDIDO JOSE;159 ;44,4
4570;CONSTANTIN CRISTIAN;159 ;32,9
4571;ISHAQ;159 ;10,4
4572;IVAN MIGUEL;159 ;29,4
4573;JESUS ISRAEL;159 ;35,9
4574;JOSE FULGENCIO;159 ;46,8
4575;JOSE LAZARO;159 ;52,0
4576;JOSE NORBERTO;159 ;49,9
4577;JUAN CLEMENTE;159 ;51,7
4578;KHURRAM;159 ;31,4
4579;LOIC;159 ;20,8
4580;MANUEL AURELIO;159 ;53,7
4581;NICOLAS ALBERTO;159 ;31,7
4582;SALVI;159 ;45,3
4583;TIMOTHY;159 ;42,4
4584;VALERII;159 ;42,6
4585;VICTOR JULIO;159 ;45,3
4586;YURII;159 ;31,2
4587;ABDELFATAH;158 ;34,2
4588;ALEX FERNANDO;158 ;23,3
4589;ANDRES RAFAEL;158 ;40,8
4590;BEN;158 ;30,3
4591;CARLOS VICTOR;158 ;44,6
4592;CRESCENCIANO;158 ;72,8
4593;ESTEBAN LUIS;158 ;47,6
4594;FRANCISCO ABEL;158 ;36,4
4595;FRANCISCO MARCOS;158 ;45,0
4596;GABRIEL ALBERTO;158 ;34,4
4597;HERVE;158 ;37,1
4598;JAIME ALFONSO;158 ;44,5
4599;JERONIMO JOSE;158 ;42,0
4600;JESUS RUBEN;158 ;37,0
4601;JOHN ROBERT;158 ;58,8
4602;JUAN FEDERICO;158 ;49,5
4603;JUAN GERMAN;158 ;48,1
4604;JULIAN JAVIER;158 ;45,2
4605;LEVAN;158 ;34,2
4606;MARIANO FRANCISCO;158 ;52,3
4607;MEDARDO;158 ;62,6
4608;MOISES DAVID;158 ;28,2
4609;PABLO ESTEBAN;158 ;36,7
4610;RAMON ALEJANDRO;158 ;40,2
4611;ZOHAIR;158 ;24,9
4612;ABDENOUR;157 ;30,8
4613;ANGEL CRISTO;157 ;31,3
4614;BENITO ANTONIO;157 ;53,0
4615;CATALIN IONUT;157 ;26,0
4616;CHRISTOPH;157 ;40,9
4617;DANIEL IVAN;157 ;29,6
4618;GABRIEL LUIS;157 ;40,6
4619;JAD;157 ;9,8
4620;JAVIER AGUSTIN;157 ;38,2
4621;JESUS NAZARET;157 ;25,1
4622;JIANPING;157 ;46,8
4623;JOHN RICHARD;157 ;62,5
4624;JORGE RUBEN;157 ;41,9
4625;JULIO DANIEL;157 ;36,1
4626;LEONARDO FABIO;157 ;36,0
4627;MOUHSSINE;157 ;28,0
4628;RICARDO RAMON;157 ;50,8
4629;SOUHAIB;157 ;10,1
4630;ACHER;156 ;5,7
4631;ANTONIO BERNARDO;156 ;51,4
4632;CLARO;156 ;66,6
4633;DAVID ANTHONY;156 ;56,3
4634;DAVID CRISTIAN;156 ;11,8
4635;FRANCESC PAULA;156 ;47,4
4636;FRANCISCO SALES;156 ;50,9
4637;GONZALO FRANCISCO;156 ;41,7
4638;GONZALO LUIS;156 ;39,7
4639;HERNAN DARIO;156 ;36,7
4640;JORG;156 ;49,9
4641;JUAN REYES;156 ;49,2
4642;MATHIEU;156 ;27,7
4643;NICOLAE ADRIAN;156 ;31,9
4644;SEBASTIAN FRANCISCO;156 ;45,5
4645;STANISLAW;156 ;51,9
4646;VICTOR ADRIAN;156 ;23,2
4647;VICTOR SANTIAGO;156 ;37,8
4648;YULEN;156 ;13,7
4649;BASILISO;155 ;69,7
4650;DANIEL GABRIEL;155 ;25,4
4651;DOMITILO;155 ;69,6
4652;EDWIN PATRICIO;155 ;36,3
4653;ERIZ;155 ;27,6
4654;JAVIER MARTIN;155 ;38,1
4655;JOSE ROQUE;155 ;50,8
4656;JOSE SEGUNDO;155 ;51,8
4657;JOSELITO;155 ;42,1
4658;JUAN BARTOLOME;155 ;45,8
4659;LAKHWINDER;155 ;38,1
4660;LEONARDO GABRIEL;155 ;29,2
4661;MANUEL ARMANDO;155 ;50,0
4662;NATHANIEL;155 ;15,8
4663;OCTAVIANO;155 ;64,7
4664;YARED;155 ;12,2
4665;YOSEF;155 ;16,5
4666;ABDELTIF;154 ;41,6
4667;ADOLFO ANTONIO;154 ;46,1
4668;ALEJANDRO MARIA;154 ;35,3
4669;BADR EDDINE;154 ;18,9
4670;CARLOS OMAR;154 ;35,7
4671;CLETO;154 ;65,2
4672;ERICH;154 ;51,2
4673;ERICK ALEXANDER;154 ;14,5
4674;FELIPE ALBERTO;154 ;41,9
4675;FERDINAND;154 ;47,5
4676;FERNANDO SANTIAGO;154 ;46,5
4677;GEORGE ADRIAN;154 ;25,7
4678;GREGORIO JAVIER;154 ;44,2
4679;HECTOR RAUL;154 ;45,1
4680;IOAN CRISTIAN;154 ;31,2
4681;JAIRO JESUS;154 ;37,3
4682;JEAN JACQUES;154 ;57,8
4683;JESUS SEBASTIAN;154 ;41,3
4684;JOSE ELISEO;154 ;51,3
4685;JOSEP IGNASI;154 ;45,6
4686;MANUEL VALENTIN;154 ;47,6
4687;MELVIN;154 ;29,8
4688;PABLO ROBERTO;154 ;38,8
4689;PROSPERO;154 ;62,8
4690;SANTIAGO FERNANDO;154 ;44,7
4691;SOLOMON;154 ;34,1
4692;AARON JESUS;153 ;18,4
4693;ADOLFO JAVIER;153 ;43,0
4694;ALEX JAVIER;153 ;24,4
4695;DAVID CHARLES;153 ;62,4
4696;JAIME RAFAEL;153 ;41,3
4697;JESUS BENITO;153 ;50,9
4698;JESUS JULIO;153 ;53,7
4699;JULIAN LUIS;153 ;52,9
4700;MALANG;153 ;36,7
4701;SANTIAGO RAFAEL;153 ;40,2
4702;STEVE;153 ;33,3
4703;VASILE FLORIN;153 ;33,5
4704;VICENTE MARIA;153 ;52,7
4705;ADRIAN JAVIER;152 ;21,2
4706;CLEMENT;152 ;32,3
4707;DANIEL CRISTIAN;152 ;24,5
4708;EUGENIU;152 ;35,5
4709;FILEMON;152 ;62,2
4710;FRANCISCO SAMUEL;152 ;29,1
4711;GERMAN ANDRES;152 ;32,4
4712;GUILLERMO CARLOS;152 ;40,5
4713;GUSTAVO JESUS;152 ;40,9
4714;HERMANN;152 ;57,7
4715;IGNACIO ALBERTO;152 ;41,3
4716;MAURICIO JOSE;152 ;37,2
4717;MYROSLAV;152 ;44,3
4718;NICOLAS DAVID;152 ;19,6
4719;OLEKSII;152 ;28,8
4720;SALVIO;152 ;62,2
4721;ZIHAO;152 ;9,0
4722;ZURAB;152 ;40,9
4723;ABDELLAZIZ;151 ;42,8
4724;ANDRES SANTIAGO;151 ;37,1
4725;ANGEL CARMELO;151 ;53,1
4726;ANTONIO GINES;151 ;38,6
4727;ARIS;151 ;13,5
4728;BORJA JESUS;151 ;25,2
4729;EDUARD ANDREI;151 ;7,6
4730;EMILIO ENRIQUE;151 ;47,2
4731;ERITZ;151 ;12,2
4732;GIGEL;151 ;41,6
4733;GINES JOSE;151 ;40,7
4734;HECTOR ANDRES;151 ;31,1
4735;JAVIER RAFAEL;151 ;34,4
4736;JAVIER SANTIAGO;151 ;39,6
4737;JOEL ANTONIO;151 ;25,3
4738;JOSE ADAN;151 ;33,7
4739;JOSE OVIDIO;151 ;58,7
4740;LEE;151 ;39,2
4741;LEONARDO ANDRES;151 ;29,1
4742;MADALIN;151 ;27,6
4743;MILO;151 ;7,1
4744;MIREL;151 ;34,9
4745;PETER WILLIAM;151 ;66,9
4746;SERGIO ADRIAN;151 ;30,8
4747;SIMON PEDRO;151 ;39,9
4748;VICTOR IGNACIO;151 ;36,4
4749;XIAODONG;151 ;36,0
4750;XUAN;151 ;15,7
4751;ALEIXANDRE;150 ;27,4
4752;ALONSO JOSE;150 ;33,1
4753;ALPHA OUMAR;150 ;31,8
4754;ANGEL RODRIGO;150 ;39,3
4755;ANGEL SEBASTIAN;150 ;35,3
4756;ASDRUBAL;150 ;35,9
4757;CARMELO ANTONIO;150 ;50,7
4758;CONSTANTIN DANIEL;150 ;31,0
4759;DIEGO EDUARDO;150 ;32,1
4760;EL MAMOUN;150 ;43,6
4761;ESTEFAN;150 ;23,8
4762;FERNANDO AUGUSTO;150 ;46,8
4763;FRANCESC D'ASSIS;150 ;46,3
4764;FRANCISCO FERMIN;150 ;50,2
4765;JOSE EZEQUIEL;150 ;44,0
4766;MAURICIO JAVIER;150 ;34,1
4767;SACRAMENTO;150 ;63,8
4768;XIAOWEI;150 ;33,7
4769;XIKER;150 ;14,0
4770;ADOLFO LUIS;149 ;52,4
4771;AGUSTIN CARLOS;149 ;49,1
4772;CHADI;149 ;10,4
4773;CLAUDIO ANDRES;149 ;36,7
4774;DAVID RICARDO;149 ;33,2
4775;DIEGO CARLOS;149 ;37,0
4776;EHSAN;149 ;37,0
4777;EL ALAMI;149 ;41,5
4778;EUGENIO LUIS;149 ;49,1
4779;FLORIN IOAN;149 ;33,5
4780;FRANCISCO GERARDO;149 ;47,5
4781;FRANCISCO MATIAS;149 ;41,9
4782;IDRIS;149 ;26,4
4783;JONATHAN MANUEL;149 ;24,0
4784;JORGE OSCAR;149 ;49,0
4785;JOSE BASILIO;149 ;52,3
4786;JOSE FLORENTINO;149 ;59,4
4787;JOSE NARCISO;149 ;51,9
4788;JUAN MAURICIO;149 ;42,0
4789;KIM;149 ;27,6
4790;LAZAR;149 ;41,8
4791;LHOUCINE;149 ;40,3
4792;MANUEL MARIANO;149 ;51,2
4793;MIN;149 ;36,7
4794;MUHAMMED;149 ;25,9
4795;NICOLAS DANIEL;149 ;16,3
4796;PATRYK;149 ;17,1
4797;SHOAIB;149 ;28,5
4798;TOMA;149 ;43,8
4799;TOMAS DAVID;149 ;38,7
4800;XIAOJUN;149 ;34,3
4801;ZAIN;149 ;16,4
4802;ADRIAN ALBERTO;148 ;26,7
4803;ANSUMANA;148 ;32,9
4804;EUKEN;148 ;14,4
4805;FELIX DAVID;148 ;36,0
4806;FLORIANO;148 ;64,9
4807;GAROE;148 ;11,2
4808;GRACIAN;148 ;53,3
4809;HEBER;148 ;28,7
4810;HUGO ENRIQUE;148 ;35,8
4811;ILLYA;148 ;27,3
4812;JESUS VICTOR;148 ;52,2
4813;JOSEP CARLES;148 ;43,0
4814;JULIUS;148 ;37,3
4815;MARIUS VASILE;148 ;33,6
4816;SANTOS MANUEL;148 ;47,2
4817;SERGUEI;148 ;37,8
4818;SOULAYMAN;148 ;10,0
4819;AGUSTIN MARIA;147 ;50,9
4820;ASLAM;147 ;22,1
4821;AURELI;147 ;51,3
4822;BERNARDO MANUEL;147 ;45,2
4823;BOUZIAN;147 ;47,2
4824;CARMINE;147 ;48,4
4825;CLAUDIO MANUEL;147 ;44,8
4826;EDUARD GABRIEL;147 ;9,5
4827;IGNACIO DAVID;147 ;32,5
4828;JOE;147 ;26,9
4829;JUAN JACOBO;147 ;36,9
4830;LLUIS MIQUEL;147 ;41,8
4831;MATIAS ALEJANDRO;147 ;21,1
4832;PEDRO ISMAEL;147 ;36,6
4833;RAFAEL TOMAS;147 ;49,2
4834;VITOR;147 ;26,4
4835;WEIFENG;147 ;31,9
4836;XERACH;147 ;25,0
4837;ZOUBIR;147 ;37,9
4838;ABDEL ILAH;146 ;36,1
4839;ADRIAN NICOLAE;146 ;30,8
4840;ALBERTO JOAQUIN;146 ;39,9
4841;ANDRES NICOLAS;146 ;27,1
4842;ANGEL MARCOS;146 ;45,1
4843;ANTONIO MARIO;146 ;49,0
4844;ARMANDO MANUEL;146 ;47,0
4845;ASHOT;146 ;42,3
4846;CRISTIAN FLORIN;146 ;28,3
4847;FELIX ANDRES;146 ;45,6
4848;ISRAEL DAVID;146 ;32,2
4849;IZAM;146 ;9,3
4850;JORGE AGUSTIN;146 ;39,7
4851;JOSE ISIDORO;146 ;55,3
4852;JOSE VICTORIANO;146 ;56,4
4853;KLAUS DIETER;146 ;66,3
4854;LUIS JULIO;146 ;52,8
4855;MANJIT;146 ;39,4
4856;MANUEL BERNARDO;146 ;53,7
4857;QASIM;146 ;25,0
4858;RAMON PEDRO;146 ;53,5
4859;RAUL ANGEL;146 ;42,8
4860;SAEED;146 ;36,8
4861;SALVADOR JAVIER;146 ;42,3
4862;VALENTIN JOSE;146 ;47,9
4863;ABLAYE;145 ;36,0
4864;ANGEL GUSTAVO;145 ;42,5
4865;ANTHONY DAVID;145 ;38,2
4866;ANTONI MARIA;145 ;56,3
4867;AYMAR;145 ;13,2
4868;BONOSO;145 ;58,0
4869;CARLOS ARIEL;145 ;34,1
4870;CARLOS AURELIO;145 ;44,9
4871;ENRIQUE PEDRO;145 ;51,5
4872;FODAY;145 ;34,1
4873;HARJINDER;145 ;36,1
4874;HECTOR FERNANDO;145 ;39,9
4875;IMRANE;145 ;6,2
4876;ISAAC JOSE;145 ;38,1
4877;JESUS JAIME;145 ;51,6
4878;JOEL DAVID;145 ;18,7
4879;LUIS VICTOR;145 ;48,4
4880;MANUEL ALONSO;145 ;40,4
4881;MARTIN ANGEL;145 ;46,6
4882;MICHAEL JOSEPH;145 ;54,7
4883;NELSON JOSE;145 ;33,7
4884;PEDRO ROBERTO;145 ;48,6
4885;RADI;145 ;43,3
4886;RAUL GABRIEL;145 ;13,7
4887;TRIFON;145 ;54,9
4888;YEVGEN;145 ;37,6
4889;ALBERTO IGNACIO;144 ;42,3
4890;ASHRAF;144 ;32,1
4891;COSTINEL;144 ;35,5
4892;DANIEL JAMES;144 ;28,9
4893;DEEPAK;144 ;34,8
4894;DIAMANTINO;144 ;55,2
4895;ESTEBAN ANTONIO;144 ;44,2
4896;FERNANDO RAUL;144 ;40,9
4897;FLORIN MARIUS;144 ;32,7
4898;FRANCISCO MATEO;144 ;44,0
4899;FRANCISCO VALENTIN;144 ;48,9
4900;GONZALO ANDRES;144 ;35,9
4901;JESUS MARCOS;144 ;46,1
4902;JOHN ALEJANDRO;144 ;21,6
4903;JORGE DOMINGO;144 ;44,3
4904;JOSE AMADEO;144 ;53,6
4905;JOSE GILBERTO;144 ;51,0
4906;JULIAN FERNANDO;144 ;49,4
4907;MARCELO ANTONIO;144 ;42,4
4908;MARIUS IOAN;144 ;36,0
4909;PAUL JOHN;144 ;52,6
4910;SALVADOR ANGEL;144 ;49,5
4911;AGOSTINHO;143 ;49,5
4912;ALEXANDRU NICOLAE;143 ;22,1
4913;ALFREDO FRANCISCO;143 ;49,3
4914;ANGEL DAMIAN;143 ;40,0
4915;ANTONIO GONZALO;143 ;49,4
4916;DANIEL VASILE;143 ;30,7
4917;DIODORO;143 ;69,5
4918;EDGAR MANUEL;143 ;31,0
4919;ERUNDINO;143 ;67,5
4920;FAICAL;143 ;32,6
4921;FELIX IGNACIO;143 ;49,4
4922;FRANCISCO ARTURO;143 ;45,8
4923;HOSSEIN;143 ;44,8
4924;IGNACIO RAFAEL;143 ;39,6
4925;IONUT FLORIN;143 ;24,4
4926;JESUS ABEL;143 ;42,7
4927;JIRI;143 ;40,9
4928;JOHNATAN;143 ;26,9
4929;JOSIAS;143 ;26,2
4930;JUAN FLORENCIO;143 ;52,5
4931;LEONARDO JESUS;143 ;35,7
4932;LIAN;143 ;10,3
4933;LUIS MATEO;143 ;35,1
4934;MARCO PAULO;143 ;35,3
4935;NESTOR JAVIER;143 ;35,5
4936;NICOLAE DANIEL;143 ;33,2
4937;PHILIP JOHN;143 ;59,9
4938;ROBERT IONUT;143 ;17,2
4939;XIAOPING;143 ;45,5
4940;ANDREI GABRIEL;142 ;15,1
4941;ANGEL DIEGO;142 ;37,7
4942;ANGEL EUGENIO;142 ;52,2
4943;CARLOS GERMAN;142 ;40,1
4944;CHAHID;142 ;21,4
4945;CIBRAN;142 ;16,3
4946;DAVID IGNACIO;142 ;33,7
4947;DIEGO PABLO;142 ;27,7
4948;ELIER;142 ;35,1
4949;IOANNIS;142 ;38,4
4950;JACOPO;142 ;24,8
4951;JANOS;142 ;43,8
4952;JIANHUA;142 ;45,0
4953;JUAN JACINTO;142 ;53,9
4954;KEVIN JOEL;142 ;14,3
4955;LIDIO;142 ;64,2
4956;MARIANO ANGEL;142 ;54,5
4957;MARIO EDUARDO;142 ;40,1
4958;MARIO RAUL;142 ;38,6
4959;MIHAI CRISTIAN;142 ;28,0
4960;OLEXANDR;142 ;42,3
4961;PHILIPP;142 ;27,6
4962;RICARDO RAFAEL;142 ;41,8
4963;WALDEMAR;142 ;50,0
4964;ABDELKBIR;141 ;38,8
4965;ABEL JOSE;141 ;36,4
4966;ADAI;141 ;9,7
4967;ANGEL PATRICIO;141 ;40,7
4968;ANTONIO REYES;141 ;50,5
4969;CLAUDE;141 ;62,1
4970;ESMERALDO;141 ;64,7
4971;FEDOR;141 ;30,1
4972;FRANCISCO GONZALO;141 ;44,8
4973;FRANCISCO MOISES;141 ;39,6
4974;GABRIEL ALEXANDER;141 ;13,1
4975;GERMAN MANUEL;141 ;42,8
4976;GREGORIO FRANCISCO;141 ;52,3
4977;IONUT MARIAN;141 ;25,5
4978;JONNATHAN;141 ;26,1
4979;JOSE CAYETANO;141 ;50,1
4980;JOSE VIRGILIO;141 ;51,0
4981;LUC;141 ;23,4
4982;LUKE;141 ;17,4
4983;MANUEL ALEXANDER;141 ;23,2
4984;MANUEL DIEGO;141 ;42,5
4985;MANUEL MARCOS;141 ;49,4
4986;MARIO JORGE;141 ;44,4
4987;MESSAOUD;141 ;48,0
4988;MIHAI GABRIEL;141 ;28,6
4989;NICHOLAS JOHN;141 ;50,0
4990;OROITZ;141 ;18,9
4991;RAYYAN;141 ;4,2
4992;SAIDOU;141 ;33,5
4993;SANTIAGO VICENTE;141 ;47,4
4994;VICTOR ALFREDO;141 ;40,1
4995;WILLEM;141 ;61,4
4996;ABDELMJID;140 ;43,4
4997;AKHTAR;140 ;42,0
4998;ALEKS;140 ;14,1
4999;AMELIO;140 ;61,3
5000;ANDRES JULIAN;140 ;35,7
5001;ANGEL CESAR;140 ;48,5
5002;ARNULFO;140 ;50,5
5003;BERNARDO JAVIER;140 ;44,8
5004;DAVID EMANUEL;140 ;12,8
5005;EMILIO FERNANDO;140 ;52,0
5006;FELIPE MIGUEL;140 ;47,2
5007;GERARDO JESUS;140 ;45,0
5008;HECTOR IVAN;140 ;33,6
5009;JAVIER PEDRO;140 ;42,8
5010;JIANYONG;140 ;40,0
5011;JORGE AUGUSTO;140 ;39,4
5012;JORGE ESTEBAN;140 ;36,3
5013;LUIS RAMIRO;140 ;45,7
5014;MACIEJ;140 ;33,9
5015;NAUFAL;140 ;14,9
5016;OSCAR RAFAEL;140 ;39,2
5017;PABLO MARCELO;140 ;40,8
5018;ROBERT DANIEL;140 ;19,5
5019;STELICA;140 ;45,1
5020;SULIMAN;140 ;21,1
5021;VICENTE EDUARDO;140 ;48,0
5022;WESLEY;140 ;23,1
5023;WILHELM;140 ;64,9
5024;WU;140 ;35,2
5025;YENEDEY;140 ;7,9
5026;ZAHEER;140 ;34,6
5027;ABDELMONAIM;139 ;28,0
5028;ABEL ANTONIO;139 ;36,3
5029;ANGEL LORENZO;139 ;48,1
5030;ANGEL VICTOR;139 ;49,3
5031;BENAISA;139 ;45,1
5032;BRIAN JOHN;139 ;67,3
5033;CESAR RAMON;139 ;45,4
5034;CLAUDIO JAVIER;139 ;39,6
5035;CORSINO;139 ;66,6
5036;DOMINGO ANGEL;139 ;52,9
5037;EDGAR JOSE;139 ;31,8
5038;ES SAID;139 ;38,0
5039;FABIANO;139 ;42,0
5040;FARHAN;139 ;23,1
5041;FARIS;139 ;10,8
5042;GEORG;139 ;55,0
5043;GEORGE CRISTIAN;139 ;25,7
5044;GEVORG;139 ;33,6
5045;HEIKO;139 ;35,7
5046;IÑIGO MARIA;139 ;35,3
5047;JAIRO ANDRES;139 ;25,2
